footprint_sqm,perimeter,floors,finish_grade,is_coastal,terrain,road_access,plot_area,bathroom_count,room_count,concrete_m3,steel_kg,brickwork_m3,floor_area_sqm,wall_plaster_sqm,door_count,window_count,concrete_per_sqm,steel_to_concrete_ratio,opening_to_wall_ratio,perimeter_to_area_ratio,terrain_encoded,road_access_encoded,finish_grade_encoded,roof_type_encoded,direct_cost_lkr,grand_total_lkr
140.0,52.2,1.0,economy,0.0,hilly,gravel,440.3,3.0,4,35.539,3909.3,59.233,140.0,361.22,7.0,7.0,0.25385,110.00028138101804,0.09535937453727011,0.3728571428571429,2.0,1.0,0.0,1.0,7185774.59,10902200.49
142.5,52.8,2.0,economy,1.0,flat,paved,205.9,2.0,8,56.224,6184.6,137.776,285.0,730.75,10.0,14.0,0.19727719298245613,109.99928856004554,0.07440155272805694,0.18526315789473682,0.0,0.0,0.0,2.0,12500882.43,18928753.69
210.7,73.8,1.0,mid,1.0,hilly,gravel,180.5,2.0,7,51.229,5635.2,65.334,210.7,426.56,10.0,14.0,0.2431371618414808,110.0001952019364,0.12442801433627124,0.3502610346464167,2.0,1.0,1.0,1.0,10035388.93,16490090.33
148.8,54.4,3.0,mid,1.0,flat,paved,1811.6,2.0,6,79.238,8716.2,220.216,446.40000000000003,1126.08,9.0,12.0,0.17750448028673835,110.00025240414953,0.043957044048052424,0.1218637992831541,0.0,0.0,1.0,1.0,17972387.33,27124137.13
194.4,73.5,2.0,mid,0.0,flat,paved,785.1,1.0,5,76.287,8391.6,163.227,388.8,870.24,7.0,10.0,0.19621141975308642,110.00039325179912,0.046407292235383486,0.18904320987654322,0.0,0.0,1.0,2.0,15672566.27,18282981.35
250.2,65.0,1.0,luxury,1.0,rocky,paved,319.2,1.0,2,53.5,5885.0,70.84,250.2,439.53,5.0,5.0,0.2138289368505196,110.0,0.05299417064122946,0.2597921662669864,3.0,0.0,2.0,1.0,10298698.24,14004775.58
144.9,55.7,2.0,luxury,1.0,flat,paved,1404.4,2.0,2,57.089,6279.8,107.832,289.8,706.5,6.0,5.0,0.19699447895100067,110.00017516509311,0.03840432314277908,0.19220151828847482,0.0,0.0,2.0,2.0,11688175.62,15509998.18
193.2,76.2,1.0,luxury,0.0,hilly,gravel,335.7,3.0,5,49.895,5488.5,75.075,193.2,459.26,10.0,12.0,0.2582556935817806,110.00100210441927,0.11128216406421818,0.3944099378881988,2.0,1.0,2.0,3.0,10092682.24,13770261.35
128.8,47.9,1.0,economy,1.0,flat,paved,212.7,2.0,7,32.291,3552.0,59.696,128.8,299.85,9.0,12.0,0.2507065217391304,109.99969031618718,0.15833988985051142,0.37189440993788814,0.0,0.0,0.0,1.0,6999440.9,10088553.48
241.1,82.1,2.0,mid,1.0,sloped,track,417.3,1.0,6,91.613,10077.4,151.918,482.2,1041.03,8.0,12.0,0.1899896308585649,109.99967253555718,0.045401606822084925,0.17026130236416423,1.0,2.0,1.0,2.0,17956929.54,25589441.33
75.1,42.9,2.0,luxury,0.0,flat,gravel,270.4,2.0,5,35.189,3870.8,84.072,150.2,603.6,9.0,12.0,0.2342809587217044,110.00028417971525,0.08573863031206731,0.2856191744340879,0.0,1.0,2.0,1.0,8286467.58,13258370.46
229.1,83.1,1.0,economy,0.0,hilly,gravel,759.4,2.0,4,56.614,6227.5,86.814,229.1,478.66,6.0,7.0,0.24711479703186381,109.99929346098139,0.06686345543181717,0.362723701440419,2.0,1.0,0.0,2.0,10511345.66,13203670.44
139.9,55.6,3.0,mid,0.0,flat,paved,887.9,3.0,3,75.477,8302.5,191.621,419.70000000000005,1024.15,7.0,6.0,0.17983559685489633,110.00039747207758,0.03044682497657937,0.13247557779366212,0.0,0.0,1.0,3.0,16399424.51,16698093.81
228.0,60.7,2.0,mid,0.0,flat,track,472.1,1.0,7,80.161,8817.7,185.131,456.0,757.54,9.0,14.0,0.17579166666666668,109.99987525105726,0.06696372060052153,0.1331140350877193,0.0,2.0,1.0,1.0,17273754.62,26391922.3
126.8,61.2,1.0,economy,1.0,hilly,gravel,341.0,3.0,5,36.448,4009.3,47.62,126.8,345.17,8.0,8.0,0.2874447949526814,110.00054872695347,0.10083020522234705,0.4826498422712934,2.0,1.0,0.0,2.0,6916545.54,6577023.01
91.5,52.5,2.0,luxury,1.0,flat,paved,901.1,2.0,3,43.219,4754.1,109.586,183.0,736.47,7.0,7.0,0.23616939890710384,110.00023137971726,0.047281323877068564,0.28688524590163933,0.0,0.0,2.0,0.0,9740740.61,14474428.34
165.5,64.0,4.0,economy,0.0,flat,paved,290.4,2.0,6,111.565,12272.1,227.837,662.0,1454.08,8.0,10.0,0.16852719033232627,109.99955183077131,0.03085683620535448,0.09667673716012085,0.0,0.0,0.0,2.0,22171807.74,32190987.06
203.5,70.3,1.0,luxury,0.0,flat,paved,1390.8,2.0,4,49.487,5443.6,75.899,203.5,485.7,8.0,10.0,0.24317936117936118,110.00060621981531,0.08608858390517779,0.34545454545454546,0.0,0.0,2.0,0.0,10007810.05,14093512.25
136.1,50.7,1.0,economy,0.0,flat,paved,492.8,2.0,5,34.26,3768.6,56.873,136.1,325.49,7.0,8.0,0.2517266715650257,110.0,0.11025534498737656,0.37252020573108013,0.0,0.0,0.0,1.0,6932924.42,10451834.05
76.0,39.9,2.0,luxury,0.0,flat,gravel,517.8,1.0,3,33.979,3737.7,72.245,152.0,529.55,6.0,7.0,0.22354605263157895,110.00029429942023,0.06290234358564396,0.2625,0.0,1.0,2.0,3.0,7400562.18,11757101.6
107.0,44.2,1.0,economy,0.0,flat,paved,259.8,4.0,8,28.392,3123.1,42.529,107.0,266.97,12.0,14.0,0.26534579439252337,109.99929557621866,0.21508470308959465,0.4130841121495327,0.0,0.0,0.0,2.0,6376414.21,7535220.41
144.5,55.5,2.0,economy,1.0,flat,gravel,1063.0,1.0,8,57.245,6296.9,134.045,289.0,721.5,9.0,14.0,0.1980795847750865,109.99912656127172,0.07471118266813548,0.19204152249134948,0.0,1.0,0.0,1.0,12338817.02,16620161.36
214.8,68.8,2.0,economy,1.0,flat,paved,289.5,1.0,3,79.97,8796.7,153.336,429.6,861.38,4.0,5.0,0.18614990689013033,110.00000000000001,0.024597761247237213,0.1601489757914339,0.0,0.0,0.0,3.0,15402664.45,23010188.66
111.7,55.2,2.0,mid,0.0,flat,gravel,1356.3,3.0,5,48.391,5323.0,106.78,223.4,627.07,9.0,10.0,0.21661145926589076,109.9997933500031,0.07051799257705342,0.24709042076991944,0.0,1.0,1.0,1.0,10444007.94,12569653.84
116.7,54.1,3.0,economy,0.0,flat,paved,167.8,2.0,6,66.017,7261.9,142.604,350.1,947.83,8.0,10.0,0.18856612396458153,110.00045442840481,0.04132066432449697,0.15452727792059412,0.0,0.0,0.0,0.0,13761551.87,24204854.92
197.7,76.6,2.0,mid,1.0,sloped,paved,242.0,1.0,8,79.039,8694.3,193.566,395.4,1011.12,10.0,16.0,0.19989630753667173,110.00012651981932,0.0611102027468934,0.19372787051087506,1.0,0.0,1.0,2.0,17333958.66,19475365.14
71.9,40.6,2.0,luxury,0.0,flat,paved,273.0,2.0,2,33.847,3723.2,86.128,143.8,595.11,6.0,5.0,0.23537552155771904,110.00088634147782,0.04797481796116505,0.282336578581363,0.0,0.0,2.0,1.0,7727280.13,9949601.54
131.8,60.1,2.0,luxury,1.0,sloped,track,407.8,2.0,2,56.392,6203.1,134.791,263.6,860.75,6.0,5.0,0.21393019726858875,109.99964533976451,0.03126931158076876,0.2279969650986343,1.0,2.0,2.0,0.0,12274892.29,23611199.99
79.1,40.5,2.0,mid,1.0,hilly,paved,566.3,4.0,6,35.522,3907.4,88.918,158.2,550.8,11.0,12.0,0.2245385587863464,109.99943696863916,0.09500206526228831,0.2560050568900127,2.0,0.0,1.0,1.0,8562148.35,11716511.27
113.4,59.6,1.0,mid,0.0,flat,paved,206.3,2.0,5,34.492,3794.1,51.417,113.4,392.17,8.0,10.0,0.3041622574955908,109.99942015539835,0.1024574949884921,0.5255731922398589,0.0,0.0,1.0,3.0,6900116.99,8447644.39
61.0,38.0,2.0,economy,0.0,flat,gravel,640.6,2.0,4,29.507,3245.8,59.731,122.0,456.0,6.0,7.0,0.24186065573770493,110.00101670789982,0.06774361646690985,0.3114754098360656,0.0,1.0,0.0,1.0,6308969.47,12403012.15
142.0,62.6,2.0,luxury,0.0,hilly,gravel,300.1,4.0,5,59.216,6513.8,105.896,284.0,817.68,12.0,12.0,0.20850704225352112,110.00067549310997,0.07229483720564737,0.22042253521126762,2.0,1.0,2.0,2.0,12590249.47,18246626.4
175.6,55.2,3.0,economy,0.0,flat,paved,215.5,1.0,5,88.249,9707.4,141.256,526.8,937.3,6.0,8.0,0.1675189825360668,110.00011331573162,0.03418404178521381,0.10478359908883829,0.0,0.0,0.0,1.0,16534722.05,21994859.99
155.5,52.1,1.0,mid,1.0,flat,gravel,216.6,2.0,4,37.406,4114.7,59.241,155.5,354.28,7.0,8.0,0.24055305466237942,110.00106934716355,0.09527491646184863,0.335048231511254,0.0,1.0,1.0,1.0,7589710.85,12751877.44
134.4,47.3,3.0,economy,1.0,hilly,paved,637.9,1.0,5,70.037,7704.1,135.812,403.20000000000005,885.46,6.0,8.0,0.17370287698412698,110.00042834501762,0.03451454541556799,0.11731150793650792,2.0,0.0,0.0,0.0,14022154.75,17318786.11
57.0,40.5,1.0,mid,1.0,hilly,paved,1367.5,2.0,6,20.984,2308.2,32.488,57.0,261.63,9.0,12.0,0.368140350877193,109.9980937857415,0.20016576875259015,0.7105263157894737,2.0,0.0,1.0,2.0,4592207.87,6622354.4
197.8,63.4,1.0,mid,1.0,sloped,gravel,1128.7,1.0,5,46.006,5060.7,75.957,197.8,361.38,7.0,10.0,0.23258847320525783,110.00086945181063,0.10665575559192582,0.320525783619818,1.0,1.0,1.0,0.0,9176007.68,10509500.91
140.7,66.3,1.0,luxury,1.0,hilly,track,354.1,2.0,3,39.847,4383.2,52.357,140.7,389.84,7.0,7.0,0.28320540156361057,110.00075287976509,0.08920656028368795,0.47121535181236673,2.0,2.0,2.0,1.0,7457787.9,11688769.45
58.7,38.0,1.0,mid,0.0,flat,gravel,866.0,2.0,8,20.147,2216.2,33.092,58.7,224.96,11.0,16.0,0.3432197614991482,110.00148905544249,0.28190113032820374,0.6473594548551959,0.0,1.0,1.0,1.0,4812985.34,6000981.74
95.2,45.4,1.0,mid,1.0,rocky,paved,947.8,2.0,4,27.19,2990.9,43.813,95.2,260.6,7.0,8.0,0.285609243697479,110.0,0.14097744360902256,0.476890756302521,3.0,0.0,1.0,2.0,5609157.63,7602485.48
121.5,57.2,1.0,mid,0.0,hilly,gravel,328.9,4.0,2,34.799,3827.9,64.305,121.5,378.66,7.0,4.0,0.28641152263374486,110.00028736457945,0.0648851046368486,0.47078189300411527,2.0,1.0,1.0,0.0,7172463.1,11991772.63
115.6,48.5,1.0,mid,0.0,flat,paved,407.5,2.0,3,31.05,3415.5,44.455,115.6,313.31,6.0,6.0,0.26859861591695505,110.0,0.08774718636739366,0.41955017301038067,0.0,0.0,1.0,1.0,6111354.88,8680268.12
81.0,46.9,1.0,economy,0.0,flat,paved,472.9,2.0,5,26.185,2880.3,51.985,81.0,320.8,7.0,8.0,0.32327160493827156,109.99809050983389,0.10845986984815617,0.5790123456790123,0.0,0.0,0.0,1.0,5557225.98,7128987.28
109.8,56.6,2.0,luxury,1.0,flat,paved,308.8,2.0,5,49.511,5446.2,132.078,219.6,815.38,9.0,12.0,0.22545992714025503,109.99979802468137,0.05954509030388954,0.25774134790528236,0.0,0.0,2.0,3.0,11603142.66,18298736.79
105.9,50.8,2.0,mid,0.0,hilly,paved,275.4,1.0,3,45.917,5050.9,119.138,211.8,672.59,5.0,6.0,0.21679414542020775,110.00065335278872,0.036125310563440614,0.2398489140698772,2.0,0.0,1.0,1.0,10042660.35,12337647.34
140.7,52.1,1.0,luxury,0.0,flat,paved,330.5,2.0,6,35.486,3903.5,64.226,140.7,361.05,10.0,14.0,0.2522103766879886,110.00112720509497,0.17287275688202686,0.37029140014214645,0.0,0.0,2.0,1.0,7892494.34,10877347.95
141.6,50.1,1.0,mid,1.0,sloped,paved,379.5,2.0,7,34.565,3802.1,44.51,141.6,289.58,10.0,14.0,0.24410310734463275,109.9985534500217,0.18087685955829347,0.3538135593220339,1.0,0.0,1.0,3.0,7240839.17,11698858.02
134.7,49.9,1.0,mid,1.0,rocky,paved,260.9,3.0,5,34.022,3742.4,65.905,134.7,348.3,9.0,10.0,0.25257609502598366,109.9994121450826,0.12414067382535084,0.370452858203415,3.0,0.0,1.0,1.0,7524449.28,12940953.45
126.5,56.5,1.0,mid,0.0,flat,paved,375.3,2.0,4,34.836,3832.0,56.943,126.5,316.4,7.0,8.0,0.2753833992094862,110.00114823745551,0.10861694424330195,0.44664031620553357,0.0,0.0,1.0,0.0,7007419.9,8465821.56
68.1,45.5,1.0,mid,1.0,flat,track,333.6,2.0,7,23.931,2632.4,35.599,68.1,276.64,10.0,14.0,0.351409691629956,109.99958213196273,0.20632428795694102,0.6681350954478709,0.0,2.0,1.0,2.0,5175808.0,6870545.6
138.2,56.6,2.0,mid,0.0,flat,paved,490.6,1.0,5,56.611,6227.2,130.851,276.4,776.55,7.0,10.0,0.20481548480463097,109.9998233558849,0.05213541875008334,0.2047756874095514,0.0,0.0,1.0,1.0,12180716.54,20796328.95
98.2,43.6,2.0,mid,1.0,sloped,track,511.5,2.0,8,41.09,4519.9,95.245,196.4,570.29,11.0,16.0,0.20921588594704685,109.99999999999999,0.11077219457376787,0.2219959266802444,1.0,2.0,1.0,0.0,9528331.26,13705830.96
182.3,62.6,4.0,mid,0.0,flat,track,600.6,2.0,5,120.341,13237.5,295.178,729.2,1642.62,8.0,10.0,0.16503154141524956,109.99991690280122,0.024868300125542867,0.08584750411409764,0.0,2.0,1.0,2.0,25724583.94,31097980.32
96.8,52.6,3.0,mid,0.0,flat,paved,437.6,2.0,5,59.26,6518.6,152.874,290.4,1098.29,8.0,10.0,0.2040633608815427,110.00000000000001,0.0370261060878431,0.18112947658402206,0.0,0.0,1.0,2.0,13485677.06,17317787.67
188.7,55.1,1.0,luxury,0.0,flat,paved,153.8,2.0,4,42.208,4642.9,55.103,188.7,351.76,8.0,10.0,0.22367779544250133,110.00047384382107,0.11983674414565665,0.29199788023317436,0.0,0.0,2.0,0.0,8576732.67,15721481.43
132.3,60.6,1.0,mid,0.0,flat,paved,279.7,4.0,5,37.091,4080.0,59.696,132.3,362.39,10.0,10.0,0.28035525321239607,109.99973039281767,0.12837328719336927,0.4580498866213152,0.0,0.0,1.0,0.0,7719731.71,9822109.03
225.7,83.6,2.0,mid,0.0,flat,gravel,177.3,2.0,4,87.895,9668.4,160.683,451.4,1009.89,7.0,8.0,0.19471643774922465,109.99943113942773,0.0361669339874831,0.18520159503766062,0.0,1.0,1.0,0.0,17307491.84,20958595.38
109.0,56.4,1.0,mid,1.0,flat,paved,347.2,1.0,6,32.671,3593.8,52.486,109.0,323.74,8.0,12.0,0.2997339449541284,109.99969391815372,0.13488944929916136,0.5174311926605505,0.0,0.0,1.0,0.0,6605952.51,6508191.93
83.9,48.6,1.0,mid,0.0,flat,gravel,1121.9,3.0,4,26.884,2957.2,37.298,83.9,277.99,8.0,8.0,0.3204290822407628,109.99851212617169,0.13147552697391926,0.5792610250297974,0.0,1.0,1.0,1.0,5406238.21,7459098.87
102.9,53.9,1.0,economy,0.0,flat,track,968.0,2.0,4,31.151,3426.6,43.023,102.9,332.02,6.0,7.0,0.3027308066083576,109.9996789830182,0.09607351712614871,0.5238095238095237,0.0,2.0,0.0,2.0,5970528.26,6120566.05
80.9,47.9,1.0,economy,0.0,flat,paved,380.1,1.0,4,26.403,2904.3,44.42,80.9,316.14,5.0,7.0,0.3263658838071693,109.9988637654812,0.0924716051864509,0.592088998763906,0.0,0.0,0.0,1.0,5140167.17,5419102.85
168.9,53.4,2.0,luxury,1.0,hilly,paved,732.1,2.0,4,62.096,6830.6,85.307,337.8,627.98,8.0,10.0,0.18382474837181761,110.00064416387531,0.07452208661842531,0.1580817051509769,2.0,0.0,2.0,1.0,12153156.61,16582996.34
217.3,63.9,1.0,economy,1.0,flat,paved,1572.5,3.0,4,48.793,5367.2,78.766,217.3,396.18,7.0,7.0,0.22454210768522778,109.99938515770705,0.07954938485103019,0.29406350667280257,0.0,0.0,0.0,2.0,9625360.38,8726403.0
69.2,41.5,1.0,mid,0.0,rocky,paved,547.8,3.0,5,22.629,2489.2,38.753,69.2,239.87,9.0,10.0,0.3270086705202312,110.00044191082239,0.17986499835363848,0.5997109826589595,3.0,0.0,1.0,2.0,5017757.18,5449292.67
74.7,48.0,1.0,mid,1.0,flat,paved,860.6,2.0,4,25.687,2825.6,39.167,74.7,294.72,7.0,8.0,0.34386880856760377,110.00116790594463,0.11984576371278703,0.642570281124498,0.0,0.0,1.0,0.0,5143548.93,6524922.49
58.2,34.5,1.0,mid,0.0,flat,paved,390.9,2.0,6,18.945,2083.9,29.105,58.2,215.28,9.0,12.0,0.3255154639175258,109.99736078120877,0.21463804826023197,0.5927835051546392,0.0,0.0,1.0,2.0,4351918.59,5230260.98
117.6,57.7,1.0,mid,0.0,flat,track,275.1,2.0,5,34.565,3802.1,54.484,117.6,398.13,8.0,10.0,0.2939200680272109,109.9985534500217,0.09832561453509087,0.49064625850340143,0.0,2.0,1.0,0.0,7063724.03,10858337.33
50.4,33.7,1.0,mid,0.0,sloped,paved,307.4,4.0,5,17.595,1935.4,25.231,50.4,188.72,10.0,10.0,0.34910714285714284,109.99715828360331,0.25621031525008353,0.6686507936507937,1.0,0.0,1.0,2.0,4097824.77,4769119.88
75.5,47.0,1.0,luxury,0.0,rocky,gravel,838.2,3.0,3,25.319,2785.1,40.047,75.5,302.02,8.0,7.0,0.3353509933774834,110.0003949603065,0.11912160762378289,0.6225165562913907,3.0,1.0,2.0,1.0,5211892.22,7828448.05
150.5,49.5,2.0,mid,0.0,flat,gravel,458.9,1.0,4,56.487,6213.6,112.35,301.0,625.68,6.0,8.0,0.18766445182724253,110.00053109565033,0.051767656468545524,0.1644518272425249,0.0,1.0,1.0,1.0,11629660.16,12066549.26
78.1,41.1,3.0,economy,0.0,sloped,paved,517.1,4.0,8,46.965,5166.2,129.608,234.29999999999998,831.04,12.0,14.0,0.2004481434058899,110.00106462259129,0.068327239488117,0.17541613316261206,1.0,0.0,0.0,2.0,11422674.94,14074072.47
173.1,53.6,3.0,economy,0.0,flat,paved,295.1,1.0,4,88.13,9694.3,193.527,519.3,1112.74,5.0,7.0,0.16970922395532448,110.0,0.02531808132974966,0.10321586751396111,0.0,0.0,0.0,0.0,17923153.41,28049478.54
103.1,56.3,1.0,mid,0.0,hilly,track,394.2,3.0,5,31.903,3509.3,46.573,103.1,323.16,9.0,10.0,0.30943743937924345,109.99905964956275,0.14266126926090364,0.5460717749757517,2.0,2.0,1.0,2.0,6468035.07,9991107.75
50.0,32.7,1.0,economy,0.0,flat,track,970.6,4.0,4,17.351,1908.6,26.514,50.0,199.47,8.0,7.0,0.34702,109.99942366434212,0.16423097062883799,0.654,0.0,2.0,0.0,0.0,3872697.86,4842806.61
151.1,53.8,4.0,economy,0.0,hilly,paved,397.9,3.0,5,99.475,10942.2,237.554,604.4,1218.03,8.0,8.0,0.16458471211118464,109.99949736114603,0.029329954012544932,0.08901389808074123,2.0,0.0,0.0,1.0,20619812.35,34813845.48
85.3,43.4,1.0,mid,1.0,flat,gravel,231.5,1.0,6,25.512,2806.3,41.563,85.3,300.33,8.0,12.0,0.2990855803048066,109.99921605518972,0.15341515474919956,0.5087924970691676,0.0,1.0,1.0,1.0,5489093.63,6443829.19
84.8,44.5,1.0,luxury,0.0,flat,paved,173.7,4.0,3,25.789,2836.8,44.424,84.8,295.3,9.0,7.0,0.3041155660377359,110.00038776222421,0.12746795981988224,0.5247641509433962,0.0,0.0,2.0,1.0,5611857.41,7921470.63
94.7,51.7,1.0,mid,0.0,sloped,paved,495.6,2.0,4,29.411,3235.2,54.861,94.7,336.05,7.0,8.0,0.3105702217529039,109.99965999115976,0.10636330003699593,0.545934530095037,1.0,0.0,1.0,1.0,6141999.1,7941536.52
71.7,36.8,1.0,economy,0.0,hilly,paved,1406.8,1.0,3,21.584,2374.2,31.178,71.7,244.35,4.0,5.0,0.3010320781032078,109.99814677538917,0.09148766905330151,0.513249651324965,2.0,0.0,0.0,1.0,4130490.88,5400556.18
136.9,50.1,2.0,economy,1.0,flat,paved,210.3,2.0,6,53.127,5844.0,106.591,273.8,611.22,8.0,10.0,0.19403579254930606,110.00056468462363,0.06460674157303371,0.18298027757487217,0.0,0.0,0.0,1.0,11028083.71,13296088.98
95.7,44.8,1.0,mid,0.0,flat,paved,416.6,1.0,4,27.102,2981.2,38.007,95.7,261.63,6.0,8.0,0.2831974921630094,109.99926204708139,0.12343785938817757,0.4681295715778474,0.0,0.0,1.0,1.0,5340455.42,6165674.09
202.8,76.7,2.0,luxury,0.0,flat,paved,361.1,2.0,4,80.746,8882.1,179.63,405.6,1127.49,8.0,10.0,0.19907790927021693,110.00049538057614,0.038860103626943004,0.1891025641025641,0.0,0.0,2.0,3.0,17332063.74,21883999.15
268.0,86.3,1.0,luxury,1.0,flat,paved,906.7,1.0,5,63.156,6947.2,94.821,268.0,614.37,8.0,12.0,0.23565671641791044,110.0006333523339,0.08468959422637896,0.3220149253731343,0.0,0.0,2.0,2.0,12592202.24,14712522.16
89.8,44.0,3.0,economy,0.0,flat,track,435.0,1.0,4,52.775,5805.2,146.344,269.4,892.32,5.0,7.0,0.19589829250185598,109.99905258171482,0.0320717663873944,0.16332590942835934,0.0,2.0,0.0,1.0,11745562.62,16549586.62
160.7,55.8,1.0,mid,1.0,flat,paved,105.9,3.0,5,39.124,4303.6,59.781,160.7,372.74,9.0,10.0,0.24345986309894216,109.99897760965136,0.11138866231647634,0.34723086496577477,0.0,0.0,1.0,2.0,8164752.9,11337884.56
62.7,34.1,1.0,mid,0.0,sloped,none,524.8,2.0,4,19.312,2124.3,33.243,62.7,200.51,7.0,8.0,0.30800637958532695,109.99896437448218,0.17171868000597285,0.543859649122807,1.0,3.0,1.0,2.0,4225464.83,6436280.23
199.0,60.6,1.0,mid,0.0,flat,paved,389.9,1.0,4,45.531,5008.4,84.115,199.0,378.14,6.0,8.0,0.22879899497487435,109.99978036941863,0.08193175746164219,0.30452261306532663,0.0,0.0,1.0,3.0,9282070.02,12523470.01
88.5,47.3,1.0,luxury,0.0,flat,paved,763.7,1.0,6,27.201,2992.1,49.18,88.5,332.76,9.0,14.0,0.30735593220338986,109.9996323664571,0.16433675054364713,0.5344632768361581,0.0,0.0,2.0,2.0,6014819.33,10005468.45
59.2,41.6,1.0,luxury,1.0,flat,paved,413.0,3.0,4,21.557,2371.3,36.502,59.2,276.93,9.0,10.0,0.36413851351351345,110.00139165932181,0.16758705322902287,0.7027027027027027,0.0,0.0,2.0,2.0,4818150.4,8619288.15
148.7,59.0,2.0,luxury,0.0,rocky,paved,376.1,2.0,3,59.215,6513.6,133.268,297.4,726.05,7.0,7.0,0.19910894418291866,109.9991556193532,0.04691073847991725,0.19838601210490922,3.0,0.0,2.0,2.0,12681077.25,19892167.33
90.7,53.0,1.0,mid,0.0,sloped,gravel,338.0,2.0,5,29.59,3254.9,56.326,90.7,362.52,8.0,10.0,0.32624035281146635,110.0,0.1111379560280261,0.5843439911797134,1.0,1.0,1.0,1.0,6280856.58,8885817.27
96.8,45.6,1.0,mid,0.0,sloped,track,189.1,1.0,4,27.793,3057.2,52.673,96.8,315.55,6.0,8.0,0.28711776859504134,109.99892059151584,0.10364695657771912,0.4710743801652893,1.0,2.0,1.0,1.0,5802941.95,6611960.82
98.5,51.5,2.0,mid,1.0,hilly,gravel,102.1,3.0,8,44.1,4851.0,85.892,197.0,653.02,12.0,16.0,0.22385786802030458,110.0,0.10082507475772236,0.2614213197969543,2.0,1.0,1.0,1.0,9830686.21,13655830.74
152.9,51.2,1.0,luxury,1.0,hilly,paved,418.0,2.0,5,36.301,3993.1,59.162,152.9,309.66,9.0,12.0,0.2374166121648136,109.99972452549515,0.1687336244541485,0.33485938521909747,2.0,0.0,2.0,0.0,7695213.06,10525509.72
173.0,56.2,1.0,economy,0.0,flat,gravel,251.3,1.0,4,40.973,4507.0,76.716,173.0,377.66,5.0,7.0,0.23683815028901734,109.99926781050937,0.06979567064535708,0.3248554913294798,0.0,1.0,0.0,1.0,8232048.64,9641830.21
92.3,42.9,1.0,mid,1.0,sloped,gravel,274.1,1.0,4,26.095,2870.5,43.197,92.3,273.7,6.0,8.0,0.28271939328277357,110.00191607587661,0.11231252179979072,0.4647887323943662,1.0,1.0,1.0,1.0,5381833.73,6328570.07
