scraped_at,part_key,material_key,product_name,supplier,raw_price_lkr,unit_factor,normalized_rate_lkr,url
2026-08-10T09:48:19+00:00,roof_area_sqm,fiber_cement_sheet,"EL Toro Fiber Cement sheets 8' x 4' 4.5mm, 6mm, 9mm",,2650.0,,,https://stockpile.lk/en/lucky-hardware-el-toro-fiber-cement-sheets-8-x-4-4-5mm-6mm-9mm.html
2026-08-10T09:48:19+00:00,roof_area_sqm,fiber_cement_sheet,EL Toro Fiber Cement Ceiling sheets 4' x 4' 4.5mm,,1300.0,,,https://stockpile.lk/en/lucky-hardware-el-toro-fiber-cement-ceiling-sheets-4-x-4-4-5mm.html
2026-08-10T09:48:19+00:00,roof_area_sqm,fiber_cement_sheet,EL Toro Fiber Cement Ceiling sheets 2' x 2' 3mm,,370.0,,,https://stockpile.lk/en/lucky-hardware-el-toro-fiber-cement-ceiling-sheets-2-x-2-3mm.html
2026-08-10T09:48:19+00:00,ceiling_sqm,mineral_fiber_tile,Daiken Mineral Fiber Ceiling Tiles 2' x 2',,1950.0,2.691065662002153,5247.58,https://stockpile.lk/en/daiken-mineral-fiber-ceiling-tiles-2-x-2.html
2026-08-10T09:48:19+00:00,roof_area_sqm,zinc_alum_sheet,Zinc Aluminium Roofing Sheet 70gsm,,210.0,,,https://stockpile.lk/en/zinc-aluminium-roofing-sheet-70gsm.html
2026-08-10T09:48:19+00:00,roof_area_sqm,zinc_alum_sheet,Zinc Aluminium Roofing Sheet 150gsm,,820.0,,,https://stockpile.lk/en/ferdimesh-zinc-aluminium-roofing-sheet-150gsm.html
2026-08-10T09:48:19+00:00,ceiling_sqm,fiberglass_panel,Mascons Fiber Glass Transparent Flat Ceiling Sheets,,4367.994201,,,https://stockpile.lk/en/mascons-fiber-glass-transparent-flat-ceiling-sheets.html
2026-08-10T09:48:19+00:00,ceiling_sqm,pvc_panel,PVC IPanel Groove Panel Ceiling Sheets,,1850.0,,,https://stockpile.lk/en/mm-distributors-fluted-panel-wpc-9-5ft-x-6-5inch.html
2026-08-10T09:48:19+00:00,roof_area_sqm,zinc_alum_sheet,Roofing Sheet Zinc Aluminium,,420.0,,,https://stockpile.lk/en/roofing-sheet-zinc-aluminium.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,luxury_vinyl,Vinyl Flooring,,285.0,10.7639,3067.71,https://stockpile.lk/en/stylish-flooring-vinyl-flooring.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,luxury_vinyl,Kirin SPC Flooring By Lakdam,,520.0,10.7639,5597.23,https://stockpile.lk/en/lakdam-trading-kirin-spc-flooring-by-lakdam.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,luxury_vinyl,Wonderfloor Luxury Vinyl Flooring 2mm,,290.0,10.7639,3121.53,https://stockpile.lk/en/wonderfloor-luxury-vinyl-flooring-2mm.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,luxury_vinyl,Dream Living SPC Luxury Flooring,,465.0,10.7639,5005.21,https://stockpile.lk/en/floor-designers-dream-living-spc-luxury-vinyl-flooring.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,luxury_vinyl,SPC Flooring,,445.0,10.7639,4789.94,https://stockpile.lk/en/stylish-flooring-spc-flooring.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,luxury_vinyl,"Luxury Vinyl Flooring 1.5mm, 2mm, 3mm",,335.0,10.7639,3605.91,https://stockpile.lk/en/snt-luxury-vinyl-flooring-1-5mm-2mm-3mm.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,luxury_vinyl,Luxury SPC Flooring,,590.0,10.7639,6350.7,https://stockpile.lk/en/snt-home-improvement-luxury-spc-flooring.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,luxury_vinyl,SPC Flooring,,1550.0,10.7639,16684.04,https://stockpile.lk/en/mm-distributors-spc-flooring.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,luxury_vinyl,"Luxury Vinyl Flooring 1.5mm, 2mm, 3mm",,295.0,10.7639,3175.35,https://stockpile.lk/en/bima-luxury-vinyl-flooring-1-5mm-2mm-3mm.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,luxury_vinyl,Vinyl SPC Flooring,,666.0,10.7639,7168.76,https://stockpile.lk/en/bima-vinyl-spc-flooring.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,luxury_vinyl,Luxury Vinyl Tiles,,345.0,10.7639,3713.55,https://stockpile.lk/en/bima-luxury-vinyl-tiles.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,luxury_vinyl,Vinyl Flooring,,480.0,10.7639,5166.67,https://stockpile.lk/en/design-gallery-vinyl-flooring.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,luxury_vinyl,Luxury Vinyl Tile (LVT) Flooring,,495.0,10.7639,5328.13,https://stockpile.lk/en/mm-distributors-luxury-vinyl-tile-lvt-flooring.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,timber_flooring,ICC Prefinished Teak Wood Flooring 400-600mm x 75mm,,2348.200001,10.7639,25275.79,https://stockpile.lk/en/icc-prefinished-teak-wood-flooring-400-600mm-x-75mm.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,timber_flooring,ICC Prefinished Paramara Wood Flooring 18mm,,2354.100001,10.7639,25339.3,https://stockpile.lk/en/icc-prefinished-paramara-wood-flooring-18mm.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,timber_flooring,ICC Prefinished Teak Wood Flooring 18mm,,2861.500001,10.7639,30800.9,https://stockpile.lk/en/icc-timber-prefinished-timber-flooring-teak.html
2026-08-10T10:44:59+00:00,floor_tile_sqm,timber_flooring,Prefinished Timber Flooring - Kumbuk,,3274.500001,10.7639,35246.39,https://stockpile.lk/en/icc-prefinished-kumbuk-wood-flooring-18mm.html
2026-08-10T12:59:17+00:00,door_count,tempered_glass_12mm,Tempered Glass Door 12mm,,19500.0,,,https://stockpile.lk/en/tempered-glass-door-12mm.html
2026-08-10T12:59:17+00:00,door_count,tempered_glass_12mm,Tempered Glass Door Fittings,,18000.0,,,https://stockpile.lk/en/hydra-glass-tempered-glass-door-fittings.html
2026-08-10T12:59:17+00:00,door_count,wood_composite,Sealcore Painted Wood Composite Door,,10792.999801,1.0,10793.0,https://stockpile.lk/en/mascons-sealcore-wood-polymer-composite-door-painted.html
2026-08-10T12:59:17+00:00,door_count,solid_timber_teak,Armee Teak Wooden Door 8/6/3 Panels,,27500.0,1.0,27500.0,https://stockpile.lk/en/armee-teak-wooden-door-8-6-3-panels.html
2026-08-10T12:59:17+00:00,door_count,solid_timber_teak,Armee Teak Wooden Door 2/1 Panel,,27000.0,1.0,27000.0,https://stockpile.lk/en/armee-teak-wooden-door-2-1-panels.html
2026-08-10T12:59:17+00:00,door_count,solid_timber_teak,Armee Teak Wooden Door 2 Panels BA005,,28000.0,1.0,28000.0,https://stockpile.lk/en/armee-teak-wooden-door-2-panels-ba005.html
2026-08-10T12:59:17+00:00,door_count,solid_timber_teak,Armee Teak Wooden Door 2 Panels BA006,,28000.0,1.0,28000.0,https://stockpile.lk/en/armee-teak-wooden-door-2-panels-ba006.html
2026-08-10T12:59:17+00:00,door_count,solid_timber_teak,Armee Teak Wooden Door With Glass Panels BAG001,,30000.0,1.0,30000.0,https://stockpile.lk/en/armee-teak-wooden-door-with-glass-panels-bag001.html
2026-08-10T12:59:17+00:00,door_count,solid_timber_teak,Armee Teak Wooden Door With Glass Panels BAG002,,30000.0,1.0,30000.0,https://stockpile.lk/en/armee-teak-wooden-door-with-glass-panels-bag002.html
2026-08-10T12:59:17+00:00,door_count,solid_timber_teak,Armee Teak Wooden Door With Glass Panel BAG003,,30000.0,1.0,30000.0,https://stockpile.lk/en/armee-teak-wooden-door-with-glass-panel-bag003.html
2026-08-10T12:59:17+00:00,door_count,solid_timber_teak,Armee Teak Wooden Door With 8 Glass Panels BAG004,,30000.0,1.0,30000.0,https://stockpile.lk/en/armee-teak-wooden-door-with-8-glass-panels-bag004.html
2026-08-10T12:59:17+00:00,door_count,solid_timber_teak,ICC Timber Solid Wooden Doors Teak/Mahogany/Jack 7ft x 3ft,,48380.000001,1.0,48380.0,https://stockpile.lk/en/icc-timber-solid-wooden-doors-teak-mahogany-jack-7ft-x-3ft.html
2026-08-10T12:59:17+00:00,door_count,plywood_flush,ICC Timber Solid Plywood Doors 7ft x 3ft,,41890.000001,1.0,41890.0,https://stockpile.lk/en/icc-timber-solid-plywood-doors-7ft-x-3ft.html
2026-08-10T12:59:17+00:00,door_count,solid_timber_teak,ICC Timber Engineered Timber Doors Teak/Mahogany 7ft x 3ft,,55460.000001,1.0,55460.0,https://stockpile.lk/en/icc-timber-engineered-timber-doors-teak-mahogany-7ft-x-3ft.html
2026-08-10T12:59:17+00:00,door_count,plywood_flush,ICC Timber Plywood Doors 7ft x 3ft,,15999.997601,1.0,16000.0,https://stockpile.lk/en/icc-timber-plywood-doors-7ft-x-3ft.html
2026-08-10T12:59:17+00:00,door_count,plywood_flush,Solid Plywood Door 7 x 3 ft,,8500.0,1.0,8500.0,https://stockpile.lk/en/solid-plywood-door-7-x-3-ft.html
2026-08-10T12:59:17+00:00,door_count,wood_composite,Sealcore Embossed Designer Wood Composite Door,,15015.500001,1.0,15015.5,https://stockpile.lk/en/mascons-sealcore-embossed-designer-wood-composite-door.html
2026-08-10T12:59:17+00:00,door_count,plywood_flush,Kadalana Plywood Glass Plywood Door,,15000.0,1.0,15000.0,https://stockpile.lk/en/kadalana-plywood-glass-plywood-door.html
2026-08-10T12:59:17+00:00,door_count,plywood_flush,Kadalana Plywood Normal Plywood Door,,7900.0,1.0,7900.0,https://stockpile.lk/en/kadalana-plywood-house-normal-plywood-door.html
2026-08-10T12:59:17+00:00,door_count,solid_timber_teak,Kadalana Plywood Teak Design Plywood Door,,10600.0,1.0,10600.0,https://stockpile.lk/en/kadalana-plywood-teak-design-plywood-door.html
2026-08-10T12:59:17+00:00,door_count,plywood_flush,Kadalana Plywood Embossed Plywood Door,,19500.0,1.0,19500.0,https://stockpile.lk/en/kadalana-plywood-embossed-plywood-door.html
2026-08-10T12:59:17+00:00,door_count,plywood_flush,Plywood Door,,6250.0,1.0,6250.0,https://stockpile.lk/en/asian-plywood-plywood-door.html
2026-08-10T12:59:17+00:00,door_count,plywood_flush,Kadalana Plywood Flush Door,,10900.0,1.0,10900.0,https://stockpile.lk/en/kadalana-plywood-flush-plywood-door.html
2026-08-10T12:59:17+00:00,roof_area_sqm,fiber_cement_sheet,EL Toro Fiber Cement Ceiling sheets 4' x 4' 4.5mm,,1350.0,,,https://stockpile.lk/en/finewood-el-toro-fiber-cement-ceiling-sheets-4-x-4-4-5mm.html
2026-08-10T12:59:17+00:00,roof_area_sqm,fiber_cement_sheet,"EL Toro Fiber Cement sheets 8' x 4' 4.5mm, 6mm, 9mm",,2650.0,,,https://stockpile.lk/en/lucky-hardware-el-toro-fiber-cement-sheets-8-x-4-4-5mm-6mm-9mm.html
2026-08-10T12:59:17+00:00,roof_area_sqm,fiber_cement_sheet,EL Toro Fiber Cement Ceiling sheets 4' x 4' 4.5mm,,1300.0,,,https://stockpile.lk/en/lucky-hardware-el-toro-fiber-cement-ceiling-sheets-4-x-4-4-5mm.html
2026-08-10T12:59:17+00:00,roof_area_sqm,fiber_cement_sheet,EL Toro Fiber Cement Ceiling sheets 2' x 2' 3mm,,370.0,,,https://stockpile.lk/en/lucky-hardware-el-toro-fiber-cement-ceiling-sheets-2-x-2-3mm.html
2026-08-10T12:59:17+00:00,ceiling_sqm,mineral_fiber_tile,Daiken Mineral Fiber Ceiling Tiles 2' x 2',,1950.0,2.691065662002153,5247.58,https://stockpile.lk/en/daiken-mineral-fiber-ceiling-tiles-2-x-2.html
2026-08-10T12:59:17+00:00,roof_area_sqm,zinc_alum_sheet,Zinc Aluminium Roofing Sheet 70gsm,,210.0,,,https://stockpile.lk/en/zinc-aluminium-roofing-sheet-70gsm.html
2026-08-10T12:59:17+00:00,roof_area_sqm,zinc_alum_sheet,Zinc Aluminium Roofing Sheet 150gsm,,820.0,,,https://stockpile.lk/en/ferdimesh-zinc-aluminium-roofing-sheet-150gsm.html
2026-08-10T12:59:17+00:00,ceiling_sqm,fiberglass_panel,Mascons Fiber Glass Transparent Flat Ceiling Sheets,,4367.994201,,,https://stockpile.lk/en/mascons-fiber-glass-transparent-flat-ceiling-sheets.html
2026-08-10T12:59:17+00:00,ceiling_sqm,pvc_panel,PVC IPanel Groove Panel Ceiling Sheets,,1850.0,,,https://stockpile.lk/en/mm-distributors-fluted-panel-wpc-9-5ft-x-6-5inch.html
2026-08-10T12:59:17+00:00,roof_area_sqm,zinc_alum_sheet,Roofing Sheet Zinc Aluminium,,420.0,,,https://stockpile.lk/en/roofing-sheet-zinc-aluminium.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,luxury_vinyl,Vinyl Flooring,,285.0,10.7639,3067.71,https://stockpile.lk/en/stylish-flooring-vinyl-flooring.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,luxury_vinyl,Kirin SPC Flooring By Lakdam,,520.0,10.7639,5597.23,https://stockpile.lk/en/lakdam-trading-kirin-spc-flooring-by-lakdam.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,luxury_vinyl,Wonderfloor Luxury Vinyl Flooring 2mm,,290.0,10.7639,3121.53,https://stockpile.lk/en/wonderfloor-luxury-vinyl-flooring-2mm.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,luxury_vinyl,Dream Living SPC Luxury Flooring,,465.0,10.7639,5005.21,https://stockpile.lk/en/floor-designers-dream-living-spc-luxury-vinyl-flooring.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,luxury_vinyl,SPC Flooring,,445.0,10.7639,4789.94,https://stockpile.lk/en/stylish-flooring-spc-flooring.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,luxury_vinyl,"Luxury Vinyl Flooring 1.5mm, 2mm, 3mm",,335.0,10.7639,3605.91,https://stockpile.lk/en/snt-luxury-vinyl-flooring-1-5mm-2mm-3mm.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,luxury_vinyl,Luxury SPC Flooring,,590.0,10.7639,6350.7,https://stockpile.lk/en/snt-home-improvement-luxury-spc-flooring.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,luxury_vinyl,SPC Flooring,,1550.0,10.7639,16684.04,https://stockpile.lk/en/mm-distributors-spc-flooring.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,luxury_vinyl,"Luxury Vinyl Flooring 1.5mm, 2mm, 3mm",,295.0,10.7639,3175.35,https://stockpile.lk/en/bima-luxury-vinyl-flooring-1-5mm-2mm-3mm.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,luxury_vinyl,Vinyl SPC Flooring,,666.0,10.7639,7168.76,https://stockpile.lk/en/bima-vinyl-spc-flooring.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,luxury_vinyl,Luxury Vinyl Tiles,,345.0,10.7639,3713.55,https://stockpile.lk/en/bima-luxury-vinyl-tiles.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,luxury_vinyl,Vinyl Flooring,,480.0,10.7639,5166.67,https://stockpile.lk/en/design-gallery-vinyl-flooring.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,luxury_vinyl,Luxury Vinyl Tile (LVT) Flooring,,495.0,10.7639,5328.13,https://stockpile.lk/en/mm-distributors-luxury-vinyl-tile-lvt-flooring.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,timber_flooring,ICC Prefinished Teak Wood Flooring 400-600mm x 75mm,,2348.200001,10.7639,25275.79,https://stockpile.lk/en/icc-prefinished-teak-wood-flooring-400-600mm-x-75mm.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,timber_flooring,ICC Prefinished Paramara Wood Flooring 18mm,,2354.100001,10.7639,25339.3,https://stockpile.lk/en/icc-prefinished-paramara-wood-flooring-18mm.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,timber_flooring,ICC Prefinished Teak Wood Flooring 18mm,,2861.500001,10.7639,30800.9,https://stockpile.lk/en/icc-timber-prefinished-timber-flooring-teak.html
2026-08-10T12:59:17+00:00,floor_tile_sqm,timber_flooring,Prefinished Timber Flooring - Kumbuk,,3274.500001,10.7639,35246.39,https://stockpile.lk/en/icc-prefinished-kumbuk-wood-flooring-18mm.html
